Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Most_Used_Payment_Method,Location,Season,No_of_Subscribers,Sales_per_customer,Date
1,1483784.18,0,51.41,2.771,211.8896737,7.838,Venmo,Alaska,Spring,216,82,19-11-2010
1,1955624.11,1,64.52,2.735,211.7484333,7.838,PayPal,Tennessee,Spring,168,124.7900009,26-11-2010
1,1548033.78,0,49.27,2.708,211.607193,7.838,PayPal,Ohio,Fall,174,124.7900009,03-12-2010
1,1682614.26,0,46.33,2.843,211.4659526,7.838,PayPal,Kentucky,Summer,269,123.4899979,10-12-2010
1,1891034.93,0,49.84,2.869,211.4053124,7.838,PayPal,Tennessee,Fall,178,123.4899979,17-12-2010
1,2387950.2,0,52.33,2.886,211.4051222,7.838,Cash,California,Summer,255,123.4899979,24-12-2010
1,1367320.01,1,48.43,2.943,211.4049321,7.838,Cash,Montana,Winter,282,123.4899979,31-12-2010
1,1444732.28,0,48.27,2.976,211.4047419,7.742,Cash,Nevada,Summer,227,56.99000168,07-01-2011
1,1391013.96,0,35.4,2.983,211.4574109,7.742,Debit Card,New Jersey,Spring,233,123.4899979,14-01-2011
1,1327405.42,0,44.04,3.016,211.8272343,7.742,Debit Card,Maryland,Spring,230,123.4899979,21-01-2011
1,1316899.31,0,43.83,3.01,212.1970577,7.742,Credit Card,Vermont,Winter,120,123.4899979,28-01-2011
1,1606629.58,0,42.27,2.989,212.5668812,7.742,Credit Card,Alaska,Summer,255,436.1000061,04-02-2011
1,1649614.93,1,36.39,3.022,212.9367046,7.742,Credit Card,Mississippi,Winter,202,122.8399963,11-02-2011
1,1686842.78,0,57.36,3.045,213.2478853,7.742,Debit Card,New Mexico,Summer,232,122.8399963,18-02-2011
1,1456800.28,0,62.9,3.065,213.535609,7.742,Credit Card,South Carolina,Winter,102,122.8399963,25-02-2011
1,1636263.41,0,59.58,3.288,213.8233327,7.742,Credit Card,Mississippi,Summer,137,122.8399963,04-03-2011
1,1553191.63,0,53.56,3.459,214.1110564,7.742,Debit Card,West Virginia,Summer,237,122.8399963,11-03-2011
1,1576818.06,0,62.76,3.488,214.3627114,7.742,Venmo,Missouri,Summer,155,122.8399963,18-03-2011
1,1541102.38,0,69.97,3.473,214.5999389,7.742,Debit Card,Louisiana,Spring,141,120.8899994,25-03-2011
1,1495064.75,0,59.17,3.524,214.8371664,7.682,Cash,Idaho,Summer,131,120.8899994,01-04-2011
1,1614259.35,0,67.84,3.622,215.0743939,7.682,Credit Card,Texas,Winter,139,120.8899994,08-04-2011
1,1559889,0,71.27,3.743,215.2918561,7.682,Credit Card,Mississippi,Spring,264,120.8899994,15-04-2011
1,1564819.81,0,72.99,3.807,215.4599053,7.682,Credit Card,Arizona,Winter,193,200.7100067,22-04-2011
1,1455090.69,0,72.03,3.81,215.6279544,7.682,Debit Card,Alabama,Fall,266,120.8899994,29-04-2011
1,1629391.28,0,64.61,3.906,215.7960035,7.682,Venmo,New Jersey,Spring,218,120.8899994,06-05-2011
1,1604775.58,0,75.64,3.899,215.9640526,7.682,Venmo,Pennsylvania,Winter,189,200.7100067,13-05-2011
1,1428218.27,0,67.63,3.907,215.7339202,7.682,Debit Card,Connecticut,Winter,129,429.1799927,20-05-2011
1,1466046.67,0,77.72,3.786,215.5037878,7.682,Cash,Utah,Summer,216,120.8899994,27-05-2011
1,1635078.41,0,83,3.699,215.2736553,7.682,Cash,Tennessee,Summer,192,200.7100067,03-06-2011
1,1588948.32,0,83.13,3.648,215.0435229,7.682,Debit Card,Alabama,Fall,229,120.8899994,10-06-2011
1,1532114.86,0,86.41,3.637,214.9980596,7.682,Bank Transfer,Virginia,Summer,143,120.8899994,17-06-2011
1,1438830.15,0,83.58,3.594,215.0910982,7.682,Bank Transfer,Georgia,Winter,121,118.2900009,24-06-2011
1,1488538.09,0,85.55,3.524,215.1841368,7.962,Bank Transfer,Hawaii,Spring,207,54.59000015,01-07-2011
1,1534849.64,0,85.83,3.48,215.2771754,7.962,Cash,Indiana,Spring,160,191.8699951,08-07-2011
1,1455119.97,0,88.54,3.575,215.3611087,7.962,Credit Card,Utah,Summer,156,262.2000122,15-07-2011
1,1396926.82,0,85.77,3.651,215.4222784,7.962,Venmo,Delaware,Summer,262,245.8099976,22-07-2011
1,1352219.79,0,86.83,3.682,215.4834482,7.962,Debit Card,Delaware,Summer,270,327.75,29-07-2011
1,1624383.75,0,91.65,3.684,215.544618,7.962,Venmo,Nebraska,Spring,284,324.4700012,05-08-2011
1,1525147.09,0,90.76,3.638,215.6057878,7.962,Bank Transfer,Iowa,Winter,199,321.2000122,12-08-2011
1,1530761.43,0,89.94,3.554,215.6693107,7.962,Credit Card,New York,Summer,183,317.9200134,19-08-2011
1,1464693.46,0,87.96,3.523,215.7332258,7.962,Credit Card,Virginia,Summer,286,311.3599854,26-08-2011
1,1550229.22,0,87.83,3.533,215.7971409,7.962,Credit Card,Georgia,Spring,106,304.8099976,02-09-2011
1,1540471.24,1,76,3.546,215.861056,7.962,Bank Transfer,Texas,Summer,287,298.25,09-09-2011
1,1514259.78,0,79.94,3.526,216.0410526,7.962,Bank Transfer,Arizona,Spring,116,294.980011,16-09-2011
1,1380020.27,0,75.8,3.467,216.3758246,7.962,Debit Card,New Mexico,Winter,123,288.4200134,23-09-2011
1,1394561.83,0,79.69,3.355,216.7105965,7.962,Cash,Nevada,Spring,234,285.1400146,30-09-2011
1,1630989.95,0,69.31,3.285,217.0453684,7.866,Debit Card,Ohio,Fall,133,278.5899963,07-10-2011
1,1493525.93,0,71.74,3.274,217.3552733,7.866,Credit Card,Wyoming,Fall,170,275.3099976,14-10-2011
1,1502562.78,0,63.71,3.353,217.5159762,7.866,Cash,California,Fall,128,272.0299988,21-10-2011
1,1445249.09,0,66.57,3.372,217.6766791,7.866,Credit Card,South Carolina,Summer,178,268.7600098,28-10-2011
1,1697229.58,0,54.98,3.332,217.837382,7.866,Credit Card,South Carolina,Winter,227,262.2000122,04-11-2011
1,1594938.89,0,59.11,3.297,217.9980849,7.866,Venmo,Texas,Winter,286,245.8099976,11-11-2011
1,1539483.7,0,62.25,3.308,218.2205088,7.866,Credit Card,Florida,Fall,227,327.75,18-11-2011
1,2033320.66,1,60.14,3.236,218.4676211,7.866,Credit Card,Nevada,Spring,107,324.4700012,25-11-2011
1,1584083.95,0,48.91,3.172,218.7147333,7.866,PayPal,Missouri,Fall,282,321.2000122,02-12-2011
1,1799682.38,0,43.93,3.158,218.9618456,7.866,Venmo,Delaware,Spring,146,317.9200134,09-12-2011
1,1881176.67,0,51.63,3.159,219.1794533,7.866,Cash,Virginia,Winter,263,314.6400146,16-12-2011
1,2270188.99,0,47.96,3.112,219.3577216,7.866,Bank Transfer,New York,Spring,191,311.3599854,23-12-2011
1,1497462.72,1,44.55,3.129,219.5359898,7.866,Debit Card,Missouri,Summer,206,309.7200012,30-12-2011
1,1550369.92,0,49.01,3.157,219.7142581,7.348,Cash,South Dakota,Fall,235,275.3099976,06-01-2012
1,1459601.17,0,48.53,3.261,219.8925263,7.348,Credit Card,North Dakota,Spring,298,262.2000122,13-01-2012
1,1394393.84,0,54.11,3.268,219.9856893,7.348,Credit Card,Oklahoma,Winter,134,245.8099976,20-01-2012
1,1319325.59,0,54.26,3.29,220.0788523,7.348,Venmo,West Virginia,Winter,290,327.75,27-01-2012
1,1636339.65,0,56.55,3.36,220.1720153,7.348,PayPal,New Hampshire,Spring,208,324.4700012,03-02-2012
1,1802477.43,1,48.02,3.409,220.2651783,7.348,Bank Transfer,New York,Fall,148,321.2000122,10-02-2012
1,1819870,0,45.32,3.51,220.4257586,7.348,Credit Card,Minnesota,Summer,264,317.9200134,17-02-2012
1,1539387.83,0,57.25,3.555,220.636902,7.348,PayPal,Maryland,Winter,130,314.6400146,24-02-2012
1,1688420.76,0,60.96,3.63,220.8480454,7.348,Bank Transfer,Montana,Spring,211,311.3599854,02-03-2012
1,1675431.16,0,58.76,3.669,221.0591887,7.348,Bank Transfer,Alabama,Spring,255,309.7200012,09-03-2012
1,1677472.78,0,64.74,3.734,221.2118132,7.348,Venmo,New York,Summer,186,304.8099976,16-03-2012
1,1511068.07,0,65.93,3.787,221.2864126,7.348,Credit Card,Massachusetts,Summer,128,298.25,23-03-2012
1,1649604.63,0,67.61,3.845,221.3610119,7.348,PayPal,Florida,Spring,140,294.980011,30-03-2012
1,1899676.88,0,70.43,3.891,221.4356112,7.143,PayPal,New Jersey,Winter,252,288.4200134,06-04-2012
1,1621031.7,0,69.07,3.891,221.5102105,7.143,Cash,Massachusetts,Summer,276,285.1400146,13-04-2012
1,1521577.87,0,66.76,3.877,221.5640737,7.143,Debit Card,Wyoming,Spring,273,278.5899963,20-04-2012
1,1468928.37,0,67.23,3.814,221.6179368,7.143,Venmo,Virginia,Spring,269,275.3099976,27-04-2012
1,1684519.99,0,75.55,3.749,221.6718,7.143,Cash,South Dakota,Summer,229,272.0299988,04-05-2012
1,1611096.05,0,73.77,3.688,221.7256632,7.143,Cash,Kentucky,Fall,282,268.7600098,11-05-2012
1,1595901.87,0,70.33,3.63,221.742674,7.143,Cash,Wyoming,Fall,266,262.2000122,18-05-2012
1,1555444.55,0,77.22,3.561,221.744944,7.143,Bank Transfer,West Virginia,Summer,247,245.8099976,25-05-2012
1,1624477.58,0,77.95,3.501,221.7472139,7.143,Cash,Virginia,Winter,294,327.75,01-06-2012
1,1697230.96,0,78.3,3.452,221.7494839,7.143,Cash,Washington,Spring,208,324.4700012,08-06-2012
1,1630607,0,79.35,3.393,221.7626421,7.143,Cash,Louisiana,Fall,227,321.2000122,15-06-2012
1,1527845.81,0,78.39,3.346,221.8030211,7.143,PayPal,Nevada,Spring,282,317.9200134,22-06-2012
1,1540421.49,0,84.88,3.286,221.8434,7.143,Venmo,California,Winter,287,314.6400146,29-06-2012
1,1769854.16,0,81.57,3.227,221.8837789,6.908,Cash,Mississippi,Spring,232,311.3599854,06-07-2012
1,1527014.04,0,77.12,3.256,221.9241579,6.908,Credit Card,Mississippi,Winter,272,309.7200012,13-07-2012
1,1497954.76,0,80.42,3.311,221.9327267,6.908,Credit Card,California,Spring,252,304.8099976,20-07-2012
1,1439123.71,0,82.66,3.407,221.9412954,6.908,PayPal,Pennsylvania,Summer,226,298.25,27-07-2012
1,1631135.79,0,86.11,3.417,221.9498642,6.908,PayPal,Kentucky,Fall,211,288.4200134,03-08-2012
1,1592409.97,0,85.05,3.494,221.9584329,6.908,Credit Card,Maine,Summer,148,285.1400146,10-08-2012
1,1597868.05,0,84.85,3.571,222.0384109,6.908,PayPal,New Mexico,Fall,231,278.5899963,17-08-2012
1,1494122.38,0,77.66,3.62,222.1719457,6.908,Venmo,Montana,Winter,288,275.3099976,24-08-2012
1,1582083.4,0,80.49,3.638,222.3054805,6.908,Cash,Texas,Fall,136,272.0299988,31-08-2012
1,1661767.33,1,83.96,3.73,222.4390153,6.908,PayPal,Kansas,Fall,181,268.7600098,07-09-2012
1,1517428.87,0,74.97,3.717,222.5820193,6.908,Debit Card,South Carolina,Winter,126,262.2000122,14-09-2012
1,1506126.06,0,69.87,3.721,222.7818386,6.908,PayPal,Colorado,Spring,148,245.8099976,21-09-2012
1,1437059.26,0,76.08,3.666,222.9816579,6.908,Bank Transfer,Georgia,Winter,110,321.2000122,28-09-2012
1,1670785.97,0,68.55,3.617,223.1814772,6.573,Venmo,Florida,Fall,294,317.9200134,05-10-2012
1,1573072.81,0,62.99,3.601,223.3812965,6.573,Credit Card,North Carolina,Fall,112,314.6400146,12-10-2012
1,1508068.77,0,67.97,3.594,223.4257233,6.573,PayPal,Virginia,Fall,131,311.3599854,19-10-2012
1,1493659.74,0,69.16,3.506,223.4442513,6.573,Credit Card,Nebraska,Fall,157,304.8099976,26-10-2012
2,2136989.46,0,40.19,2.572,210.7526053,8.324,PayPal,Missouri,Fall,295,298.25,05-02-2010
2,2137809.5,1,38.49,2.548,210.8979935,8.324,Cash,New Jersey,Fall,230,294.980011,12-02-2010
2,2124451.54,0,39.69,2.514,210.9451605,8.324,Debit Card,Missouri,Fall,270,288.4200134,19-02-2010
2,1865097.27,0,46.1,2.561,210.9759573,8.324,Venmo,Colorado,Fall,139,285.1400146,26-02-2010
2,1991013.13,0,47.17,2.625,211.0067542,8.324,Bank Transfer,Idaho,Summer,288,278.5899963,05-03-2010
2,1990483.78,0,57.56,2.667,211.037551,8.324,Debit Card,Wyoming,Fall,276,245.8099976,12-03-2010
2,1946070.88,0,54.52,2.72,210.8733316,8.324,PayPal,Delaware,Summer,198,327.75,19-03-2010
2,1750197.81,0,51.26,2.732,210.6766095,8.324,Debit Card,California,Fall,213,324.4700012,26-03-2010
2,2066187.72,0,63.27,2.719,210.4798874,8.2,Venmo,North Dakota,Fall,271,321.2000122,02-04-2010
2,1954689.21,0,65.41,2.77,210.2831653,8.2,Venmo,South Carolina,Summer,154,317.9200134,09-04-2010
2,1874957.94,0,68.07,2.808,210.1495463,8.2,Debit Card,North Carolina,Winter,298,254.9700012,16-04-2010
2,1821990.93,0,65.11,2.795,210.1000648,8.2,Venmo,Oklahoma,Fall,185,254.9700012,23-04-2010
2,1802450.29,0,66.98,2.78,210.0505833,8.2,Bank Transfer,Maine,Spring,192,178.1699982,30-04-2010
2,2042581.71,0,71.28,2.835,210.0011018,8.2,Debit Card,Missouri,Fall,246,172.7700043,07-05-2010
2,1880752.36,0,73.31,2.854,209.9984585,8.2,Bank Transfer,Vermont,Fall,273,170.0700073,14-05-2010
2,1896937.1,0,74.83,2.826,210.2768443,8.2,Bank Transfer,Connecticut,Fall,289,163.7700043,21-05-2010
2,1957113.89,0,81.13,2.759,210.5552301,8.2,Bank Transfer,New Hampshire,Fall,122,150,28-05-2010
2,2102539.93,0,81.81,2.705,210.833616,8.2,Venmo,Texas,Summer,133,35.97999954,04-06-2010
2,2025538.76,0,83.4,2.668,211.1120018,8.2,Venmo,North Dakota,Fall,218,94.45999908,11-06-2010
2,2001636.96,0,85.81,2.637,211.1096543,8.2,PayPal,California,Summer,128,227.9600067,18-06-2010
2,1939927.09,0,86.26,2.653,210.9950134,8.2,Debit Card,Virginia,Summer,278,196.7700043,25-06-2010
2,2003940.64,0,82.74,2.669,210.8803726,8.099,Credit Card,Delaware,Spring,220,192,02-07-2010
2,1880902.62,0,82.59,2.642,210.7657317,8.099,Cash,Kentucky,Winter,124,151.9600067,09-07-2010
2,1845879.79,0,85.32,2.623,210.7577954,8.099,Cash,Delaware,Fall,146,189,16-07-2010
2,1781717.71,0,87.66,2.608,210.8921319,8.099,Credit Card,Arkansas,Fall,147,131.1699982,23-07-2010
2,1804246.16,0,83.49,2.64,211.0264684,8.099,Cash,Louisiana,Summer,223,164,30-07-2010
2,1991909.98,0,89.53,2.627,211.1608049,8.099,PayPal,Nevada,Summer,209,449.9599915,06-08-2010
2,1895601.05,0,89.05,2.692,211.2951413,8.099,Venmo,Wyoming,Fall,118,424.9599915,13-08-2010
2,1964335.23,0,88.7,2.664,211.2596586,8.099,Credit Card,Virginia,Summer,219,159.9499969,20-08-2010
2,1863840.49,0,87.12,2.619,211.2241759,8.099,Credit Card,Nebraska,Summer,210,474.9500122,27-08-2010
2,1904608.09,0,81.83,2.577,211.1886931,8.099,Cash,Hawaii,Fall,223,472.4500122,03-09-2010
2,1839128.83,1,79.09,2.565,211.1532104,8.099,Venmo,Vermont,Winter,281,464.9500122,10-09-2010
2,1793903.6,0,82.05,2.582,211.1806415,8.099,Bank Transfer,Oklahoma,Fall,151,464.9500122,17-09-2010
2,1724557.22,0,81.79,2.624,211.2552578,8.099,Credit Card,New Hampshire,Spring,181,414.9599915,24-09-2010
2,1827440.43,0,69.24,2.603,211.3298742,8.163,Bank Transfer,Kansas,Fall,300,131.1600037,01-10-2010
2,1849921.44,0,63.19,2.633,211.4044906,8.163,PayPal,Idaho,Fall,258,399.9599915,08-10-2010
2,1794355.49,0,65.8,2.72,211.4713286,8.163,Bank Transfer,Illinois,Fall,178,283.4500122,15-10-2010
2,1737947.64,0,68.5,2.725,211.5187208,8.163,Debit Card,South Dakota,Fall,136,283.4500122,22-10-2010
2,1802755.11,0,66.24,2.716,211.5661131,8.163,Bank Transfer,Massachusetts,Summer,200,254.9600067,29-10-2010
2,1939061.41,0,57.85,2.689,211.6135053,8.163,Debit Card,Alabama,Summer,277,254.9600067,05-11-2010
2,1916812.74,0,59.69,2.728,211.6608975,8.163,Credit Card,Ohio,Spring,203,254.9600067,12-11-2010
2,1956739.17,0,50.81,2.771,211.5470304,8.163,Cash,Hawaii,Spring,261,251.9600067,19-11-2010
2,2658725.29,1,62.98,2.735,211.4062867,8.163,Bank Transfer,Wisconsin,Summer,166,248.9600067,26-11-2010
2,2015781.27,0,49.33,2.708,211.265543,8.163,Debit Card,Minnesota,Summer,146,248.9600067,03-12-2010
2,2378726.55,0,45.5,2.843,211.1247993,8.163,Bank Transfer,Georgia,Spring,176,245.9600067,10-12-2010
2,2609166.75,0,47.55,2.869,211.0645458,8.163,Bank Transfer,Arkansas,Spring,106,247.5,17-12-2010
2,3436007.68,0,49.97,2.886,211.0646599,8.163,Credit Card,West Virginia,Fall,199,245,24-12-2010
2,1750434.55,1,47.3,2.943,211.064774,8.163,Venmo,Indiana,Fall,231,191.9499969,31-12-2010
2,1758050.79,0,44.69,2.976,211.0648881,8.028,Cash,Utah,Fall,204,237.5,07-01-2011
2,1744193.58,0,33.02,2.983,211.1176713,8.028,PayPal,Nebraska,Summer,141,237.5,14-01-2011
2,1751384.9,0,41.4,3.016,211.4864691,8.028,Venmo,North Dakota,Fall,277,236.25,21-01-2011
2,1695371.68,0,42.83,3.01,211.8552668,8.028,Debit Card,Missouri,Spring,100,232.5,28-01-2011
2,1929346.23,0,38.25,2.989,212.2240646,8.028,Credit Card,New York,Fall,286,232.5,04-02-2011
2,2168041.61,1,33.19,3.022,212.5928624,8.028,Credit Card,Washington,Summer,290,118.2900009,11-02-2011
2,2080884.82,0,57.83,3.045,212.9033115,8.028,Credit Card,South Carolina,Fall,277,118.2900009,18-02-2011
2,1833511.08,0,60.8,3.065,213.190421,8.028,Credit Card,Utah,Winter,251,118.2900009,25-02-2011
2,1981607.78,0,57.77,3.288,213.4775305,8.028,Cash,Idaho,Summer,260,118.2900009,04-03-2011
2,1879107.31,0,52.7,3.459,213.7646401,8.028,Venmo,Pennsylvania,Summer,272,196.3999939,11-03-2011
2,1902557.66,0,62.32,3.488,214.0156238,8.028,Bank Transfer,Missouri,Fall,126,324.9599915,18-03-2011
2,1766162.05,0,69.42,3.473,214.2521573,8.028,Venmo,Nebraska,Spring,154,118.2900009,25-03-2011
2,1800171.36,0,55.43,3.524,214.4886908,7.931,Bank Transfer,Indiana,Fall,195,54.59000015,01-04-2011
2,1847552.61,0,67,3.622,214.7252242,7.931,Cash,Arizona,Fall,202,118.2900009,08-04-2011
2,1856467.84,0,69.48,3.743,214.9420631,7.931,PayPal,Hawaii,Winter,258,118.2900009,15-04-2011
2,1886339.6,0,69.39,3.807,215.1096657,7.931,Venmo,Wisconsin,Summer,245,118.2900009,22-04-2011
2,1745545.28,0,69.21,3.81,215.2772683,7.931,Bank Transfer,Rhode Island,Summer,293,118.2900009,29-04-2011
2,1837743.6,0,61.48,3.906,215.4448709,7.931,Credit Card,Wisconsin,Spring,272,116.9899979,06-05-2011
2,1838513.07,0,74.61,3.899,215.6124735,7.931,Cash,Minnesota,Winter,111,116.9899979,13-05-2011
2,1688281.86,0,67.14,3.907,215.3834778,7.931,PayPal,Vermont,Fall,247,116.9899979,20-05-2011
2,1797732.56,0,76.42,3.786,215.1544822,7.931,Debit Card,South Dakota,Fall,253,116.9899979,27-05-2011
2,1933756.21,0,83.07,3.699,214.9254865,7.931,Debit Card,Virginia,Fall,212,53.99000168,03-06-2011
2,1929153.16,0,83.4,3.648,214.6964908,7.931,Debit Card,Nevada,Fall,169,189.7700043,10-06-2011
2,1953771.99,0,86.53,3.637,214.6513538,7.931,Cash,Hawaii,Summer,164,116.9899979,17-06-2011
2,1790925.8,0,85.17,3.594,214.7441108,7.931,PayPal,New Jersey,Spring,132,194.2400055,24-06-2011
2,1866243,0,85.69,3.524,214.8368678,7.852,Venmo,Massachusetts,Spring,256,116.9899979,01-07-2011
2,1853161.99,0,87.7,3.48,214.9296249,7.852,Bank Transfer,Oklahoma,Winter,107,116.9899979,08-07-2011
2,1785187.29,0,89.83,3.575,215.0134426,7.852,Credit Card,California,Spring,106,116.9899979,15-07-2011
2,1743816.41,0,89.34,3.651,215.0749122,7.852,Cash,Nevada,Spring,246,116.9899979,22-07-2011
2,1680693.06,0,90.07,3.682,215.1363819,7.852,Debit Card,Arizona,Spring,274,116.9899979,29-07-2011
2,1876704.26,0,93.34,3.684,215.1978515,7.852,Bank Transfer,North Carolina,Summer,131,53.99000168,05-08-2011
2,1812768.26,0,91.58,3.638,215.2593211,7.852,PayPal,New York,Spring,240,52.79000092,12-08-2011
2,1844094.59,0,89.86,3.554,215.3229307,7.852,PayPal,Wyoming,Spring,272,114.3899994,19-08-2011
2,1821139.91,0,90.45,3.523,215.386897,7.852,Cash,South Dakota,Summer,185,114.3899994,26-08-2011
2,1809119.7,0,89.64,3.533,215.4508632,7.852,Bank Transfer,Arkansas,Spring,238,114.3899994,02-09-2011
2,1748000.65,1,77.97,3.546,215.5148295,7.852,PayPal,Texas,Spring,142,114.3899994,09-09-2011
2,1691439.52,0,78.85,3.526,215.6944378,7.852,Venmo,Rhode Island,Winter,158,114.3899994,16-09-2011
2,1669299.78,0,75.58,3.467,216.0282356,7.852,Credit Card,New Hampshire,Spring,207,114.3899994,23-09-2011
2,1650394.44,0,78.14,3.355,216.3620333,7.852,PayPal,Ohio,Spring,244,114.3899994,30-09-2011
2,1837553.43,0,69.92,3.285,216.6958311,7.441,Credit Card,Utah,Fall,179,52.79000092,07-10-2011
2,1743882.19,0,71.67,3.274,217.0048261,7.441,Debit Card,Tennessee,Spring,122,114.3899994,14-10-2011
2,1834680.25,0,64.53,3.353,217.1650042,7.441,Bank Transfer,Hawaii,Winter,214,114.3899994,21-10-2011
2,1769296.25,0,65.87,3.372,217.3251824,7.441,Bank Transfer,Arizona,Fall,123,114.3899994,28-10-2011
2,1959707.9,0,55.53,3.332,217.4853605,7.441,Credit Card,South Dakota,Summer,132,113.0899963,04-11-2011
2,1920725.15,0,59.33,3.297,217.6455387,7.441,Debit Card,New Jersey,Winter,180,52.18999863,11-11-2011
2,1902762.5,0,62.01,3.308,217.8670218,7.441,PayPal,North Dakota,Winter,222,113.0899963,18-11-2011
2,2614202.3,1,56.36,3.236,218.1130269,7.441,Debit Card,Iowa,Summer,251,113.0899963,25-11-2011
2,1954952,0,48.74,3.172,218.3590319,7.441,Cash,Ohio,Fall,135,113.0899963,02-12-2011
2,2290549.32,0,41.76,3.158,218.605037,7.441,Credit Card,Vermont,Summer,272,113.0899963,09-12-2011
